"TIPO CAPACITACIÓN (CURSO, TALLER)","MODALIDAD (PRESENCIAL, VIRTUAL)",TEMÁTICA DEL CURSO O TALLER,COMPONENTE SNA,FECHA DE REALIZACIÓN,Mes,Trimestre,Género,Edad,Nivel de Gobierno (de la entidad),Departamento (donde se ubica la entidad - UE),¿A qué sector pertenece su entidad?,Área donde labora en la entidad,Puesto que ocupa en la entidad,Las funciones / actividades principales que desarrolla en el puesto están relacionadas a:,Estudios,¿CUÁL ES SU MODALIDAD DE CONTRATACIÓN EN LA ENTIDAD?,Nombre de la entidad (Unidad Ejecutora),Codigo UE,persona_id
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Regional,Tumbes,Gobiernos Regionales,Adquisiciones,Asistente,Gestión de Adquisiciones,Superior Universitario,Otros,Gobierno Regional Tumbes,936,f55fb3dcf0d7
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Local,Cajamarca,Gobiernos Locales,Procesos,Jefe,Otras actividades,Superior Universitario,CAS,Municipalidad Distrital de Jesús,300554,467943f13acc
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 41 y 50 años,Local,Cajamarca,Gobiernos Locales,Programación,Jefe,Planeamiento y Programación,Superior Universitario,CAS,Municipalidad Distrital de Matara,300558,06debc781855
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 20 y 30 años,Local,Cajamarca,Gobiernos Locales,Logística,Jefe,Gestión de Adquisiciones,Superior Universitario,CAS,Municipalidad Distrital de Chancay,300643,69f390d84d23
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Regional,Cajamarca,Educación,Abastecimiento,Especialista,"Planeamiento y Programación, Gestión de Adquisiciones",Superior Universitario,DL 276,Unidad de Gestión Educativa Local de Cajabamba,1354,189bd4d03014
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 31 y 40 años,Local,Cajamarca,Gobiernos Locales,Logística,Jefe,"Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles",Superior Universitario,CAS,Municipalidad Distrital de San Juan de Cutervo,300613,8a2770307393
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 20 y 30 años,Regional,Cajamarca,Agricultura y Riego,Abastecimiento,Asistente,Gestión de Adquisiciones,Superior Universitario,Otros,Dirección Regional de Agricultura de Cajamarca,779,46d921142ab9
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 51 y 60 años,Regional,Tumbes,Gobiernos Regionales,Adquisiciones,Secretaria,"Gestión de Adquisiciones, Otras actividades",Superior No Universitario,Otros,Gobierno Regional Tumbes,936,1ec45279f90e
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 41 y 50 años,Local,Tumbes,Gobiernos Locales,Abastecimiento,Especialista,Gestión de Adquisiciones,Superior Universitario,DL 276,MUNICIPALIDAD PROVINCVIAL DE CONTRALMIRANTE VILLAR,301810,b78ae829a2d2
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 31 y 40 años,Local,Cajamarca,Gobiernos Locales,Abastecimiento,Jefe,"Planeamiento y Programación, Gestión de Adquisiciones, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles, Otras actividades",Superior Universitario,CAS,Municipalidad Distrital de Chugur,300621,ac90b5e71cf0
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Nacional,Cajamarca,Educación,Abastecimiento,Especialista,Gestión de Adquisiciones,Superior Universitario,Otros,Universidad Nacional de Cajamarca (UNC),100,3bb6d4d2a3a7
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Local,Tumbes,Gobiernos Locales,Contabilidad,Jefe,"Planeamiento y Programación, Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio",Superior Universitario,CAS,Municipalidad Distrital de Canoas de Punta Sal,301843,c9f8cceddf46
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 31 y 40 años,Regional,Cajamarca,Salud,Logística,Asistente,"Planeamiento y Programación, Gestión de Adquisiciones, Otras actividades",Superior Universitario,DL 276,Dirección Sub Regional de Salud Chota,786,b04792cf2887
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 20 y 30 años,Local,Cajamarca,Gobiernos Locales,Unidad De La Tecnologia De La Informacion Y Comunicaciones,Especialista,"Gestión de Adquisiciones, Otras actividades",Superior No Universitario,CAS,Municipalidad Distrital de Santo Tomás,300617,f51874339f69
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 20 y 30 años,Regional,Cajamarca,Salud,Logística,Especialista,"Planeamiento y Programación, Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución",Superior Universitario,Otros,HOSPITAL JOSE HERNAN SOTO CADENILLAS DE CHOTA,1539,47f3ebe87443
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 20 y 30 años,Regional,Tumbes,Gobiernos Regionales,Almacén,Asistente,Administración de Bienes Muebles - Almacenamiento y Distribución,Superior No Universitario,Otros,Gobierno Regional Tumbes,936,2d3613ffd39b
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 20 y 30 años,Local,Cajamarca,Gobiernos Locales,Abastecimiento,Asistente,"Planeamiento y Programación, Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles",Superior Universitario,CAS,Municipalidad Distrital de Cospan,300552,90d25c63fb45
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 41 y 50 años,Regional,Cajamarca,Educación,Logística,Responsable De Adquisiciónes,Gestión de Adquisiciones,Superior No Universitario,CAS,Unidad de Gestión Educativa Local de San Marcos,1381,528906f88dc3
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 20 y 30 años,Regional,Cajamarca,Gobiernos Regionales,Programación,Asistente,Planeamiento y Programación,Superior Universitario,Otros,Dirección Regional de Agricultura de Cajamarca,779,292ef28c3050
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Masculino,Entre 20 y 30 años,Local,Cajamarca,Gobiernos Locales,Logística,Jefe,Gestión de Adquisiciones,Superior Universitario,CAS,Municipalidad Distrital de Llapa,300655,2745bf3f7479
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 20 y 30 años,Regional,Tumbes,Educación,Abastecimiento,Especialista,"Planeamiento y Programación, Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles, Otras actividades",Superior Universitario,Otros,Dirección Regional de Educación de Tumbes,939,6c53ea45f7f9
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-26,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Local,Cajamarca,Gobiernos Locales,Logística,Jefe,"Planeamiento y Programación, Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles, Otras actividades",Superior Universitario,CAS,Municipalidad Distrital de San Juan,300560,b2d7b4a69dd7
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Masculino,Mayor a 61 años,Nacional,Cusco,Educación,Administración,Coordinador,"Planeamiento y Programación, Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio, Administración de Bienes Inmuebles, Otras actividades",Superior Universitario,DL 276,Universidad Nacional de San Antonio Abad del Cusco (UNSAAC),89,7a522065f5fc
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Femenino,Entre 41 y 50 años,Regional,Cusco,Salud,Dais,Coordinador,Gestión de Adquisiciones,Superior Universitario,CAS,Dirección Regional de Salud Cusco,798,dff5c461033d
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Masculino,Entre 41 y 50 años,Nacional,Cusco,Cultura,Presupuesto,Especialista,Otras actividades,Superior Universitario,Otros,MINISTERIO DE CULTURA CUSCO,1365,5141dd567fcc
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Local,Cusco,Gobiernos Locales,Servicios Generales,Asistente,Otras actividades,Superior Universitario,Otros,Municipalidad Distrital de Machupicchu,300788,364c2e572d38
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Femenino,Entre 41 y 50 años,Regional,Cusco,Ministerio Público,Abastecimiento,Asistente,"Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución, Otras actividades",Superior Universitario,DL 728,Gerencia Administrativa de Cusco del Ministerio Público,1463,fa400d28df9d
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Masculino,Entre 31 y 40 años,Local,Cusco,Otros,Programación,Jefe,"Planeamiento y Programación, Gestión de Adquisiciones",Superior Universitario,CAS,Municipalidad Distrital de Langui,300719,8874bc630832
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Masculino,Entre 31 y 40 años,Local,Cusco,Gobiernos Locales,Gestión De Contratos,Sub Gerente,Planeamiento y Programación,Superior Universitario,CAS,Municipalidad Distrital de Huancarani,300771,33e7eb360773
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Masculino,Entre 31 y 40 años,Local,Cusco,Gobiernos Locales,Patrimonio Y Almacén,Jefe,"Administración de Bienes Muebles - Almacenamiento y Distribución, Administración de Bienes Muebles - Patrimonio",Superior Universitario,Otros,Municipalidad Distrital de Cachimayo,300701,da2d9635f3f7
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Nacional,Cusco,Ministerio Público,Abastecimiento,Asistente,Gestión de Adquisiciones,Superior Universitario,CAS,MINISTERIO PUBLICO- GERENCIA ADMNINISTRATIVA DE CUSCO,1463,de37b87869d7
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Local,Cusco,Gobiernos Locales,Abastecimiento,Encargado,Gestión de Adquisiciones,Superior Universitario,Otros,Municipalidad Distrital de Kunturkanki,300718,eec6890edced
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Masculino,Entre 31 y 40 años,Local,Cusco,Gobiernos Locales,Logística,Jefe,Gestión de Adquisiciones,Superior Universitario,Otros,Municipalidad Distrital de Cachimayo,300701,557a275cde21
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Femenino,Entre 31 y 40 años,Local,Cusco,Gobiernos Locales,Logística,Asistente,"Gestión de Adquisiciones, Administración de Bienes Muebles - Almacenamiento y Distribución",Superior Universitario,Otros,Municipalidad Distrital de Maras,300789,ed1ef055f9cd
TALLER,VIRTUAL,"Directiva N° 0010-2025-EF/54.01, “Directiva para la solicitud de creación de ítems en el Catálogo de Bienes, Servicios y Obras del SIGA MEF” ","Programación Multianual de Bienes, Servicios y Obras",2026-01-27,2026-01,I Trimestre,Masculino,Entre 31 y 40 años,Local,Cusco,Gobiernos Locales,Abastecimiento,Especialista,Gestión de Adquisiciones,Superior Universitario,CAS,Municipalidad Distrital de Quehue,300722,a35bc18bc004
